#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC
81,"Numbers","Daughter",131,11A,71,2025-01-04,04:16,38,"","Not to Disappear",2016-01-15,42,29,59,21,0,10,-10,F#/G♭ Minor,4,0ue1SRXyvMme9iCSSWcuWb,GBAFL1500135
82,"Doing the Right Thing","Daughter",136,5A,64,2025-03-06,05:14,33,"","Not to Disappear",2016-01-15,42,71,11,12,0,0,-9,C Minor,4,4AQILH5ZnBEdRcy5qTLeWG,GBAFL1500136
83,"Secrets","OneRepublic",148,10B,76,2025-01-04,03:44,79,"soft pop","Waking Up",2009-01-01,52,7,0,38,0,10,-6,D Major,4,1NhPKVLsHhFUHIOZ32QnS2,USUM70985644
84,"Good Life","OneRepublic",95,2B,69,2025-01-04,04:13,76,"soft pop","Waking Up",2009-01-01,63,8,0,65,0,10,-8,F#/G♭ Major,4,6OtCIsQZ64Vs1EbzztvAv4,USUM70999110
85,"Everybody Loves Me","OneRepublic",170,12B,91,2025-03-07,03:34,60,"soft pop","Waking Up",2009-01-01,58,2,0,66,0,50,-5,E Major,4,0Q0Vl9fKJF5MDxfVKbD78e,USUM70974275
86,"Trust","Neon Trees",117,7B,73,2025-01-04,06:05,25,"","Picture Show",2012-01-01,43,0,4,19,0,20,-7,F Major,4,7x2anCGr4Y5jw245JR2xQ5,USUM71202865
87,"Close To You","Neon Trees",120,8A,81,2025-03-06,05:05,26,"","Picture Show",2012-01-01,61,2,9,31,0,10,-6,A Minor,4,0QGRhDnZtSUbaighbPENYW,USUM71202866
88,"Eyes on Fire","Blue Foundation",145,2A,38,2025-03-04,05:02,69,"","Life Of A Ghost",2007-09-24,54,67,0,37,0,10,-10,D#/E♭ Minor,4,3XHrTm6WE2BOHafLwTT3GR,DKABA0700900
89,"Complicated","Avril Lavigne",78,7B,78,2025-03-06,04:04,86,"","Let Go",2002-06-04,59,6,0,43,0,30,-6,F Major,4,5xEM5hIgJ1jjgcEBfpkt2F,USAR10200223
90,"I'm with You","Avril Lavigne",152,11B,41,2025-01-04,03:43,78,"","Let Go",2002-06-04,46,8,0,21,0,10,-7,A Major,3,1jlG3KJ3gdYmhfuySFfpO1,USAR10200224
91,"My Number","Tegan and Sara",104,10B,71,2025-01-04,04:09,33,"","This Business of Art",2000-00-00,67,52,0,52,0,10,-7,D Major,4,3P4skIO0EF1c3C93GNwQpa,USVP10000005
92,"Born To Die","Lana Del Rey",76,9A,64,2025-01-04,04:46,51,"","Born To Die",2012-01-30,18,21,0,39,0,20,-7,E Minor,3,3eRZZ4d2RJSqFKzP7tSdFE,GBUM71111120
93,"Diet Mountain Dew","Lana Del Rey",88,3A,70,2025-03-06,03:42,63,"","Born To Die - The Paradise Edition",2012-11-12,60,28,0,53,0,40,-6,A#/B♭ Minor,4,4O9dZs2B0ilk4PEfX2bPEv,GBUM71111528
